clade_name	clade_taxid	E0000355	E0000361	E0000362	E0000369	E0000376	E0000378	E0000382	E0000393	E0000404	E0000410	E0000416	E0000418	E0000419	E0000420	E0000426	E0000428	E0000432	E0000433	E0000435	E0000442	E0000466	E0000467	E0000471	E0000478	E0000480	E0000482	E0000488	E0000490	E0000495	E0000498	E0000501	E0000502	E0000516	E0000520	E0000521	E0000522	E0000527	E0000531	E0000537	E0000539	E0000540	E0001336	E0001340	E0001346	PV101516	PV101570	PV101581	PV101643	PV101656	PV101894	PV101895	PV101929	PV101945	PV101948	PV101962	PV102349	PV102418	PV102462	PV102474	PV102574	PV102580	PV19497	PV19551	PV19565	PV19588	PV19658	PV19708	PV19755	PV19834	PV19855	PV19856	PV19882	PV19936	PV19942	PV19991	PV20005	PV20541	PV20544	PV20615	PV21638	PV21671	PV21690	PV21772	PV21813	PV21876	PV23791	PV23961	PV24015	PV49580
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	2|1224|29547|213849|72294|194	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0.00014	0	0	0.00026	0	0	0.00511	0	0.00093	0	0	0.00882	0	0	0	0	0.00342	0	0	0	0	0	0	0	0.00228	0	0.00075	0	0	0	0	0.02052	0.00228	0	0	0	0	0	0.04685	0	0.00609	0	0.00516	0	0	0	0	0	0	0	0	0	0	0	0	0.00542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	2|1224|29547|213849|72294|194|199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0.00093	0	0	0	0	0	0	0	0.00177	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis	2|1224|29547|213849|72294|194|76517	0	0	0	0	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0.00511	0	0	0	0	0.00882	0	0	0	0	0	0	0	0	0	0	0	0	0.00228	0	0	0	0	0	0	0.02052	0.00228	0	0	0	0	0	0.04685	0	0	0	0.00516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	2|1224|29547|213849|72294|194|204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.30246	1.28669	3.81706	0.27495	0.1953	1.77437	0.39173	0.08165	1.71272	0.00101	4.88357	4.49508	6.42634	0.36712	0.0886	0.5422	0.69322	10.5718	0.82783	2.00267	1.38257	1.50655	0.31286	1.70755	0.74636	1.74681	0.04827	0.05796	0.14207	0.44054	2.00613	0.18463	2.58892	13.92114	0.73617	0.80849	0.26189	1.82054	0.07038	0.84072	6.23451	0.62718	0.4601	0.38421	0.12161	0.0093	0.13068	0.22531	0.30955	0.20882	0.34013	0.21303	0.02447	0.40744	0.05688	3.9721	0.18529	9.72199	0.06119	1.81273	1.35574	0.02088	0.20286	0	0.57298	0.00354	0.16138	0.75852	7.17317	0.47512	5.94768	10.13443	1.09082	1.77919	0.08042	0.59273	0.699	1.10894	0.03639	20.66812	1.15387	0.16807	0.02202	0.23574	7.95581	0.196	0.33296	0.05632	16.59832
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0	0	0	0.00188	0	0	0	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0.01347	0	0	0.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0.16721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0.05555	0	0	0	0	0	0	0	0	0.0087	0	0	0	0.23574	0	0.02345	0.00681	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	2|1224|1236|135624|83763	0	0	0	0.00188	0	0	0	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0.01347	0	0	0.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0.16721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0.05555	0	0	0	0	0	0	0	0	0.0087	0	0	0	0.23574	0	0.02345	0.00681	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum	2|1224|1236|135624|83763|13334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02345	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum_thomasii	2|1224|1236|135624|83763|13334|179995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02345	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas	2|1224|1236|135624|83763|674963	0	0	0	0.00188	0	0	0	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0.01347	0	0	0.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0.05555	0	0	0	0	0	0	0	0	0.0087	0	0	0	0.23574	0	0	0.00681	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei	2|1224|1236|135624|83763|674963|626938	0	0	0	0.00188	0	0	0	0	0	0	0	0	0	0	0	0.00488	0	0	0	0	0	0	0	0	0	0.01347	0	0	0.00512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0.05555	0	0	0	0	0	0	0	0	0.0087	0	0	0	0.23574	0	0	0.00681	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	2|1224|1236|135615	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	2|1224|1236|135615|868	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	2|1224|1236|135615|868|2717	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	2|1224|1236|135615|868|2717|194702	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.0631	1.27482	3.7704	0.16898	0	1.77104	0.03292	0.07571	1.71272	0	4.84123	4.42899	6.31341	0.11889	0.0017	0.49144	0.55563	10.56842	0.81447	1.61938	0.93688	1.10419	0.23559	1.70755	0.73257	1.6249	0.04703	0.05796	0.13281	0.4088	1.51434	0.18463	2.58892	13.78364	0.21192	0.33463	0.26189	1.4931	0	0.78658	6.21075	0.49721	0.45551	0.31372	0.12161	0.0093	0.13	0.21138	0.30955	0.03895	0.34013	0.21243	0.01874	0.26084	0.04342	3.96914	0.00196	6.09793	0.04247	1.81092	1.27868	0.00812	0.18688	0	0.50559	0.00354	0.0409	0.66083	7.17317	0.47512	5.88407	10.13443	0.0016	1.77919	0.08042	0.59273	0.699	1.01149	0.02534	20.65942	0.81964	0.15308	0.00069	0	7.95031	0.17088	0.13561	0.0092	16.59399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacterales_unclassified	2|1224|1236|91347|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacterales_unclassified|g__Plesiomonas	2|1224|1236|91347||702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacterales_unclassified|g__Plesiomonas|s__Plesiomonas_shigelloides	2|1224|1236|91347||702|703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0.0631	0.34799	3.7704	0.16898	0	1.77104	0.03292	0.07571	1.71272	0	4.84123	4.42899	6.31341	0.11889	0.0017	0.49144	0.55563	10.56842	0.81447	1.61938	0.93688	1.10419	0.23174	1.70755	0.73257	1.60299	0.04703	0.05796	0.13281	0.4088	1.51434	0.18463	2.58892	13.78364	0.21192	0.33463	0.26189	1.4931	0	0.78581	6.21062	0.49721	0.45551	0.31372	0.12161	0.0093	0.13	0.21138	0.30955	0.03895	0.34013	0.21243	0.01874	0.26084	0.04342	3.95949	0.00196	6.09793	0.04247	1.80882	1.27868	0.00812	0.18688	0	0.50559	0.00354	0.0409	0.66083	7.17317	0.47512	5.88407	10.13443	0.0016	1.77919	0.08042	0.59273	0.699	1.01149	0.02534	20.65942	0.81964	0.15308	0.00069	0	7.95031	0.17088	0.13561	0.0092	16.59399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	2|1224|1236|91347|543|544	0	0.11383	0.01272	0	0	0.0065	0	0	0.03111	0	0	0	0	0	0	0	0	0.94663	0.00131	0.01795	0	0	0	0	0	0	0	0	0	0.329	0.00958	0	0	0	0	0	0	0	0	0	0.1869	0	0	0.0076	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0.19501	0	0	0	0	0	0	0	0.00111	0.13884	0	0	0	0	0	0	0	0.16768	0	0.00387	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus	2|1224|1236|91347|543|544|35703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01042	0	0	0	0	0	0	0	0	0	0	0.00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	2|1224|1236|91347|543|544|57706	0	0.00467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_europaeus	2|1224|1236|91347|543|544|1914243	0	0	0	0	0	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	2|1224|1236|91347|543|544|546	0	0	0.00173	0	0	0.00492	0	0	0.01073	0	0	0	0	0	0	0	0	0.25969	0.00131	0.01407	0	0	0	0	0	0	0	0	0	0.08221	0.00629	0	0	0	0	0	0	0	0	0	0.14828	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04022	0	0	0	0	0	0	0	0.00111	0.02173	0	0	0	0	0	0	0	0.04998	0	0.00154	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	2|1224|1236|91347|543|544|545	0	0.05923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_pasteurii	2|1224|1236|91347|543|544|1563222	0	0.0467	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00315	0	0	0.0012	0	0	0	0	0	0	0	0	0.03885	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis	2|1224|1236|91347|543|544|1639133	0	0	0.00226	0	0	0	0	0	0.0086	0	0	0	0	0	0	0	0	0.30802	0	0	0	0	0	0	0	0	0	0	0	0.12521	0.00329	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0.00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489	0	0	0	0	0	0	0	0	0.01771	0	0	0	0	0	0	0	0.04947	0	0.00234	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_werkmanii	2|1224|1236|91347|543|544|67827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0.00542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00165	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	2|1224|1236|91347|543|544|133448	0	0.00322	0.00403	0	0	0	0	0	0.01178	0	0	0	0	0	0	0	0	0.32049	0	0.00388	0	0	0	0	0	0	0	0	0	0.10573	0	0	0	0	0	0	0	0	0	0	0.0232	0	0	0.00376	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06401	0	0	0	0	0	0	0	0	0.06056	0	0	0	0	0	0	0	0.06657	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter	2|1224|1236|91347|543|413496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_malonaticus	2|1224|1236|91347|543|413496|413503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	2|1224|1236|91347|543|547	0	0.03969	0	0	0	0.01731	0	0	0.03836	0	0	0	0	0	0	0	0	0.67155	0	0.02613	0.00594	0	0.00195	0.00108	0	0.13301	0	0	0.00268	0.00161	0	0	0	1.25153	0	0	0	0.03991	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0	0.04925	0	0.00078	0	0	0.10058	0	0	0	0.00316	0	0	0.00564	0	0	0.00228	0	0	0	0	0	0.02687	0	0	0	0.04924	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis	2|1224|1236|91347|543|547|881260	0	0	0	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0	0.15526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0.02622	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	2|1224|1236|91347|543|547|354276	0	0.03969	0	0	0	0.01527	0	0	0.03508	0	0	0	0	0	0	0	0	0.48228	0	0.02613	0.00594	0	0.00195	0.00108	0	0.13301	0	0	0	0	0	0	0	0.01089	0	0	0	0.03991	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0.02625	0	0.02279	0	0.00078	0	0	0.0993	0	0	0	0	0	0	0.00144	0	0	0.00228	0	0	0	0	0	0.02541	0	0	0	0.00713	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori	2|1224|1236|91347|543|547|539813	0	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0	0	0	0.03401	0	0	0	0	0	0	0	0	0	0	0.00268	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02646	0	0	0	0	0.00128	0	0	0	0	0	0	0.00419	0	0	0	0	0	0	0	0	0	0	0	0	0.01589	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_soli	2|1224|1236|91347|543|547|885040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	0.0631	0	2.4083	0.01541	0	1.65052	0.00649	0.07571	0.5614	0	0.40155	0.1325	0.63564	0.06408	0.0017	0.48431	0.5226	1.45664	0.80368	0.88231	0.39576	0.02905	0.21142	1.70646	0.71165	0.6672	0.04703	0.05796	0.01475	0.07819	1.25043	0.18463	2.58661	12.43845	0.21192	0.32145	0.25703	0.54582	0	0.78172	3.07818	0.39479	0.28731	0.29716	0.12161	0.0093	0.12699	0.21138	0.30955	0.03527	0.32097	0.21115	0.01874	0.21099	0.04342	0.79952	0.00196	5.5273	0.03944	0.59122	0.48979	0.00611	0.18688	0	0.00855	0.00354	0.0409	0.33785	5.23502	0.28569	3.67242	10.13443	0	1.77919	0.00181	0.46594	0.2388	0.06828	0	20.37116	0.27791	0.15025	0.00069	0	7.44442	0.17088	0.13173	0.00132	16.59399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	2|1224|1236|91347|543|561|562	0.0631	0	2.4083	0.01541	0	1.65052	0.00649	0.07571	0.5614	0	0.40155	0.1325	0.63564	0.06408	0.0017	0.48431	0.5226	1.45664	0.7999	0.88231	0.39576	0.02905	0.21142	1.70646	0.71165	0.65319	0.04703	0.05796	0.01475	0.07819	1.25043	0.18463	2.58661	12.43845	0.21192	0.32145	0.25703	0.54582	0	0.78172	3.06866	0.39189	0.28624	0.29716	0.12161	0.0093	0.12699	0.21138	0.30955	0.03527	0.32097	0.21115	0.01874	0.21099	0.04342	0.79952	0.00196	5.5273	0.03944	0.59122	0.48979	0.00611	0.18688	0	0.00855	0.00354	0.0409	0.33785	5.23502	0.28569	3.67242	10.13443	0	1.77919	0.00181	0.46594	0.2388	0.06828	0	20.37116	0.27791	0.15025	0.00069	0	7.44442	0.17088	0.13173	0.00132	16.59399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_fergusonii	2|1224|1236|91347|543|561|564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377	0	0	0	0	0	0	0.01402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00952	0.00291	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Franconibacter	2|1224|1236|91347|543|1649295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Franconibacter|s__Franconibacter_pulveris	2|1224|1236|91347|543|1649295|435910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella	2|1224|1236|91347|543|570	0	0.19448	1.34939	0.15357	0	0.08593	0.02643	0	1.07815	0	4.43968	4.29649	5.67776	0.05481	0	0.00713	0.03303	7.48354	0.00948	0.69299	0.53518	1.07514	0.01838	0	0.02092	0.7749	0	0	0.11538	0	0.25433	0	0.00231	0.09366	0	0.01318	0.00486	0.90737	0	0.00408	2.89004	0.10242	0.16819	0.00895	0	0	0.00301	0	0	0.00369	0.01916	0.00128	0	0.0202	0	2.90956	0	0.56985	0.00304	1.2176	0.68831	0.00201	0	0	0.48885	0	0	0.12234	1.93815	0.18943	2.20937	0	0.0016	0	0.07861	0.12568	0.29448	0.94321	0.02534	0.28826	0.44554	0.00283	0	0	0.3382	0	0	0.00788	0
